median_ndvi,weighted_mean_ndvi,sd_ndvi,median_psri,weighted_mean_psri,sd_psri,median_rdvi,weighted_mean_rdvi,sd_rdvi,median_gndvi,weighted_mean_gndvi,sd_gndvi,median_wdrvi,weighted_mean_wdrvi,sd_wdrvi,median_msavi2,weighted_mean_msavi2,sd_msavi2,median_vdvi,weighted_mean_vdvi,sd_vdvi,median_rvi,weighted_mean_rvi,sd_rvi,median_evi,weighted_mean_evi,sd_evi,median_stvi,weighted_mean_stvi,sd_stvi,BA
0.807253689,0.807141907,0.00532226,-0.015018053,-0.015421165,0.003001773,49.25284004,49.36540777,0.624435841,0.782340646,0.782299423,0.003747908,0.304412395,0.304226563,0.013791424,-12046,-12078.00453,257.3715661,0.214126617,0.217065674,0.011800973,0.106651518,0.106729498,0.003265916,1.771512806,1.769537132,0.028338782,0.888500601,0.888113769,0.005165367,52.08034283
0.804844439,0.800153822,0.010671584,-0.025342485,-0.025343421,0.003629987,51.76045418,50.65886255,2.597917215,0.761174053,0.759982946,0.008110692,0.29815869,0.286499987,0.02681105,-13312,-12848.69899,1134.592466,0.240544148,0.238575677,0.013721047,0.108128738,0.111053946,0.006628842,1.808629334,1.791623813,0.050086238,0.894512326,0.891116545,0.009277944,25.73472065
0.78726393,0.785903834,0.006006163,-0.020857901,-0.020920783,0.002117435,48.58684921,48.60061223,0.923851284,0.753692716,0.753155886,0.006419923,0.253804907,0.250592372,0.014661476,-12004,-12024.1239,377.429185,0.220486462,0.221298505,0.009370278,0.119028907,0.119894312,0.003773231,1.733197331,1.730104825,0.01816831,0.880455196,0.879679956,0.003474957,34.80104289
0.757566273,0.758586638,0.01348824,-0.010499059,-0.01039083,0.005910871,44.70949173,44.19281039,1.906035033,0.74231711,0.742598539,0.007115335,0.183655396,0.186490437,0.030986693,-10504,-10306.81121,737.6386106,0.189641938,0.18832067,0.017416196,0.137937576,0.137338683,0.008690187,1.609637558,1.611476801,0.057293558,0.855564296,0.855837944,0.011780498,34.03720861
0.802976936,0.80162745,0.00896499,-0.015632134,-0.016442986,0.004801253,47.92281723,48.3165086,1.212305954,0.774780959,0.775296383,0.003659021,0.293340996,0.290167744,0.023055724,-11538,-11651.4422,470.7492466,0.216024056,0.218637755,0.017467631,0.109276522,0.110134578,0.005518069,1.756593764,1.753967273,0.046376029,0.885533094,0.884955749,0.008541516,45.71566461
0.704842925,0.704510451,0.020344433,-0.013901609,-0.013632721,0.006853494,36.5355072,36.92840772,2.116054846,0.684330165,0.6848749,0.017048414,0.072017625,0.072373728,0.04126629,-7614,-7750.40698,693.6594304,0.192784704,0.190841415,0.018313869,0.173128806,0.173517455,0.013858258,1.441256583,1.443517987,0.069888223,0.817507148,0.817267415,0.016140116,37.96017819
0.798090041,0.799394865,0.008981874,-0.04387131,-0.043576233,0.003408569,51.07202911,50.85527125,0.899238056,0.732059658,0.731503889,0.008067459,0.280855209,0.284436744,0.022976357,-13140,-12947.27939,519.9961538,0.290827751,0.292819215,0.014612664,0.112291351,0.111509672,0.005539944,1.795276523,1.802701134,0.031375854,0.892398298,0.892962227,0.005747739,50.07655964
0.779373944,0.779862946,0.006888381,-0.04023941,-0.04081883,0.00435765,51.11252213,51.16984425,1.029313441,0.717346251,0.717462256,0.004419632,0.23460307,0.235926113,0.016659809,-13422,-13432.13589,436.9368408,0.25849399,0.259060558,0.014496231,0.123990852,0.123697357,0.004343624,1.798575699,1.799775554,0.033410478,0.890674025,0.890812882,0.005922623,48.5476219
0.825236768,0.825250145,0.002080495,-0.030619016,-0.030695619,0.001741465,57.46707916,57.36477285,0.456801149,0.775588393,0.775515363,0.003265162,0.352501705,0.352555132,0.005716641,-16024,-15950.78556,224.6319055,0.263931528,0.265546263,0.007814087,0.095748246,0.095741578,0.001248616,1.894673288,1.89639172,0.016918307,0.909744024,0.909963296,0.002689682,4.495581388
0.810881108,0.809854203,0.005684676,-0.03082432,-0.030685705,0.003364282,50.50035286,50.39629855,0.816713537,0.760683298,0.760944674,0.003656659,0.313910544,0.311346608,0.014849636,-12576,-12546.06184,331.1708845,0.264655977,0.262734268,0.013878216,0.104434736,0.105073487,0.00347747,1.823951781,1.82001382,0.027833935,0.897474796,0.896651853,0.004934135,53.93620728
0.831724733,0.831049308,0.003932568,-0.02721594,-0.026687492,0.002279338,52.7028389,52.6356611,0.931127035,0.78706637,0.787378264,0.003674438,0.370486736,0.368665977,0.010950228,-13368,-13337.56221,423.0928044,0.259525508,0.257563125,0.010457886,0.091867115,0.092275198,0.002348748,1.904868364,1.903365485,0.024603331,0.911877424,0.911489261,0.003982352,31.88976667
0.819217443,0.819347351,0.006135546,-0.024485253,-0.024996184,0.003170481,51.11290741,51.20848315,1.351381858,0.778781056,0.778889863,0.00433469,0.336122215,0.336608043,0.016607904,-12796,-12807.13485,601.3459718,0.247887328,0.248499013,0.012180262,0.09937381,0.099306587,0.003703355,1.847689629,1.848551152,0.038346966,0.901977181,0.901972575,0.006530705,37.02809279
0.824017107,0.822537183,0.006600928,-0.020600352,-0.020141831,0.003387552,51.17453384,50.90185166,1.138964937,0.790260255,0.789679752,0.005183093,0.349159241,0.345295432,0.017847912,-12656,-12603.4793,482.7697915,0.236700073,0.234412778,0.014302143,0.096480936,0.097385887,0.003985941,1.847170711,1.847995164,0.030769577,0.902054608,0.902160797,0.00536649,48.9918808
0.857936442,0.858183603,0.003698524,-0.027794345,-0.027808108,0.002813736,58.32582092,58.27961417,0.56432262,0.811996907,0.811384718,0.003540402,0.446847782,0.447654475,0.011193164,-15828,-15831.99144,267.6952873,0.289425492,0.287312892,0.016215826,0.076463085,0.076323668,0.002144427,1.982675016,1.98093427,0.020789328,0.925385654,0.925201117,0.00322883,13.28007763
0.863095343,0.863309693,0.003700559,-0.02472816,-0.025327914,0.002743325,58.96502686,58.82940655,0.687002925,0.821062118,0.820356621,0.003924288,0.462617323,0.463344681,0.011411846,-16104,-16036.88797,329.6789305,0.281912223,0.284517996,0.014929328,0.073482376,0.073363143,0.002131748,1.98857218,1.986922494,0.025738944,0.92674154,0.926452492,0.003903524,10.9894042
0.846031547,0.845837835,0.002830029,-0.015443292,-0.014854021,0.002342554,56.15339661,56.11524066,0.468262984,0.82064274,0.820875419,0.002801556,0.411407158,0.410877811,0.008265077,-14890,-14891.97193,214.0955783,0.229818441,0.227826133,0.00890672,0.083405111,0.083521414,0.001661402,1.914931476,1.909979026,0.026705876,0.914563119,0.913657137,0.004257479,26.76326552
0.836964399,0.836513415,0.003381122,-0.016839986,-0.017167681,0.002425609,52.90614319,52.83370083,0.444563841,0.808274269,0.808012469,0.003595461,0.38526842,0.384033732,0.009571823,-13394,-13348.3231,182.0618136,0.236911401,0.236674094,0.013117987,0.088752717,0.089023638,0.002007233,1.869767725,1.868775113,0.026886041,0.906618118,0.906561366,0.004389048,48.50394119
0.842033744,0.841790472,0.004936729,-0.031610481,-0.031324181,0.002728733,52.8363533,52.93814853,0.669940372,0.788951308,0.790153684,0.005270537,0.399794579,0.39919985,0.014219267,-13260,-13317.5875,276.8649892,0.290180162,0.288379663,0.01166525,0.085756503,0.085907805,0.002912697,1.924484909,1.922658625,0.027886423,0.915817589,0.915270768,0.004566031,38.23959144
0.796969712,0.795882254,0.008550038,-0.022701794,-0.023176195,0.004297823,49.39784241,49.32320943,1.320051339,0.758664966,0.759255304,0.006762951,0.278017253,0.275521684,0.02163577,-12248,-12231.28721,553.7207524,0.235404894,0.234260753,0.01603929,0.112984821,0.113682853,0.00529566,1.759090304,1.757976227,0.035056112,0.885521889,0.885217393,0.006504034,36.60410344
0.780346036,0.782357473,0.011969366,-0.018593391,-0.018220938,0.004411013,48.68502998,49.39254493,2.028342274,0.753186882,0.75383398,0.007205212,0.236947231,0.242270514,0.02938781,-12216,-12484.02813,880.7298561,0.209772356,0.209967548,0.018479032,0.123377241,0.122156304,0.00750384,1.723381817,1.724809218,0.043924969,0.877921969,0.878370508,0.008484645,35.10948445
0.820515931,0.820564348,0.003267867,-0.015206457,-0.015137418,0.002137315,52.53786659,52.45200493,0.477086557,0.796275467,0.795819209,0.003012632,0.339631066,0.339802245,0.008871334,-13462,-13411.99933,214.6829303,0.216509528,0.217676789,0.008729836,0.098589674,0.098563779,0.001970093,1.826947987,1.824907074,0.025752012,0.898479849,0.898315057,0.00432968,33.54312405
0.826392114,0.826254271,0.003655201,-0.022823121,-0.02242576,0.002610977,54.33205795,54.25464806,0.628942053,0.78890878,0.789606883,0.00335006,0.355679065,0.355354271,0.0100607,-14276,-14252.02642,317.7150443,0.231572077,0.231199189,0.009797911,0.095055088,0.095142175,0.002192385,1.912911654,1.911773593,0.031205789,0.912661493,0.912363122,0.004980311,27.27965538
