median_ndvi,weighted_mean_ndvi,sd_ndvi,median_psri,weighted_mean_psri,sd_psri,median_rdvi,weighted_mean_rdvi,sd_rdvi,median_gndvi,weighted_mean_gndvi,sd_gndvi,median_wdrvi,weighted_mean_wdrvi,sd_wdrvi,median_msavi2,weighted_mean_msavi2,sd_msavi2,median_vdvi,weighted_mean_vdvi,sd_vdvi,median_rvi,weighted_mean_rvi,sd_rvi,median_evi,weighted_mean_evi,sd_evi,median_stvi,weighted_mean_stvi,sd_stvi,BA
0.841908216,0.841681083,0.004927968,-0.030712813,-0.030602195,0.003702817,57.61472511,57.48024601,0.91228084,0.790290207,0.791217274,0.006601381,0.399431109,0.398878729,0.014166104,-15766,-15703.92269,428.6261157,0.283544302,0.283774524,0.014382313,0.085830435,0.08597191,0.002909576,1.929675817,1.92778731,0.031485975,0.916455358,0.916016768,0.005069062,30.36528056
0.834569573,0.833568828,0.006632772,-0.018212317,-0.018062448,0.003050369,55.5095253,55.47408682,0.61848631,0.804208219,0.803688514,0.004386218,0.378483355,0.375845782,0.018595299,-14768,-14768.35719,270.6883894,0.228514329,0.226542986,0.013306646,0.090173975,0.090783148,0.003951974,1.899791241,1.901325657,0.038705593,0.911334991,0.911327902,0.006390126,24.06013238
0.859852016,0.859997241,0.003860033,-0.025184651,-0.025263235,0.002171034,56.79466057,56.61824032,0.771394408,0.817665666,0.817298721,0.003562501,0.452673495,0.45319597,0.011777777,-14954,-14912.14376,373.9436665,0.283690155,0.283541069,0.012236327,0.075354371,0.075275587,0.002231746,1.969310641,1.96854327,0.024013785,0.923712254,0.923520419,0.003742016,35.58861503
0.833395898,0.833521762,0.006683459,-0.028051132,-0.028681876,0.005463347,52.3553257,52.2390821,1.226410707,0.786643326,0.786555223,0.007572246,0.375175923,0.375713282,0.018761194,-13164,-13100.21509,538.068336,0.282114238,0.283560677,0.022635159,0.090871878,0.090811106,0.003980391,1.855564654,1.854446068,0.036860048,0.904347509,0.904031882,0.006292409,31.0247794
0.866439998,0.866849564,0.004858114,-0.026977476,-0.026878754,0.003035011,55.06257629,55.05113658,0.709503351,0.821352839,0.821153645,0.003656628,0.472978145,0.474365415,0.015125392,-14004,-13986.36079,330.7592945,0.290676415,0.291035075,0.016614269,0.071558677,0.071330545,0.00278965,2.011607647,2.011986539,0.032573164,0.930268586,0.930317899,0.004968419,33.89048367
0.822492599,0.821526623,0.005781685,-0.020202052,-0.019874905,0.004061579,52.01747513,52.07302685,1.159468988,0.789395154,0.789132715,0.004407165,0.344998315,0.342512332,0.015664658,-13174,-13207.67045,540.830407,0.249823697,0.247556243,0.015539981,0.097398143,0.097991813,0.003488451,1.798851788,1.794938698,0.03702871,0.894251049,0.893453371,0.006521357,27.10383929
0.85013622,0.849500003,0.007179158,-0.023013195,-0.022869652,0.004543668,51.23959732,51.09991314,1.748424265,0.811386168,0.811197536,0.007108356,0.423480093,0.421826364,0.021196123,-12396,-12308.0792,809.108969,0.268837214,0.269557968,0.020985795,0.081001475,0.081389202,0.00419905,1.911189556,1.916012142,0.041288538,0.914234638,0.914822507,0.006625915,29.09263395
0.807624102,0.80425449,0.010282226,-0.017068272,-0.016462222,0.004369632,52.91170883,52.09828149,2.746244878,0.778110921,0.777822399,0.006734118,0.305377722,0.29700584,0.026220543,-13836,-13521.49569,1248.645978,0.210756719,0.207638102,0.01639662,0.106424719,0.108525766,0.006350201,1.813793778,1.806359104,0.048156141,0.895656407,0.893884062,0.008733548,15.92072763
0.833710343,0.833373234,0.005130306,-0.019305021,-0.019179755,0.003993126,50.30755615,50.23895936,1.293821321,0.802638471,0.801705843,0.006508152,0.376060918,0.375224247,0.014423655,-12152,-12121.72724,607.8045577,0.245116927,0.243902111,0.016860153,0.090684809,0.090893978,0.003053468,1.860699713,1.857240114,0.031535205,0.905127287,0.904487137,0.005301642,30.69099461
0.80123049,0.79665555,0.016912312,-0.018395504,-0.016974962,0.008334723,51.29127121,51.30468271,1.57193804,0.768989027,0.769571466,0.009311138,0.288858801,0.278133408,0.041049187,-13256,-13223.12161,663.8007218,0.217603907,0.211081142,0.02929337,0.110352077,0.113271562,0.010669099,1.786186576,1.769154465,0.069577549,0.890243888,0.886945763,0.013445868,21.06882095
0.821900547,0.821571749,0.007585683,-0.027817609,-0.027877033,0.004895666,51.66140175,51.47186625,1.538065989,0.776804924,0.776453999,0.00555131,0.34338747,0.342723544,0.020541569,-12990,-12906.66788,682.4454197,0.261483952,0.262114474,0.018889372,0.09775475,0.09797193,0.004578274,1.852674425,1.85078944,0.043256381,0.902743697,0.902476485,0.007446671,28.74805778
0.809209019,0.808759284,0.005121894,-0.020466201,-0.020140554,0.003619689,52.32678986,52.31933818,1.470151226,0.77691555,0.776409395,0.006096428,0.309519812,0.308448378,0.013375887,-13554,-13545.54474,695.3134286,0.226099245,0.226308958,0.013450331,0.105455481,0.105739819,0.003133562,1.807918668,1.80823724,0.029007939,0.894750625,0.894643162,0.005039379,22.08947414
0.815615773,0.815850722,0.006915612,-0.024133811,-0.024044896,0.003338917,53.35873413,53.33093453,1.532159836,0.776633084,0.777060546,0.007304952,0.326459348,0.327271864,0.018457288,-13980,-13950.92542,697.8604929,0.24040921,0.240203796,0.012290282,0.101554662,0.101427995,0.004196412,1.846229196,1.847106223,0.035479131,0.901347578,0.901455963,0.00612673,27.42172449
0.780851662,0.781437584,0.008403727,-0.020486936,-0.020143988,0.004794734,48.03487778,48.21570217,1.724611549,0.749672711,0.750020528,0.006190344,0.238167077,0.23981645,0.020446062,-11816,-11909.33061,767.2173385,0.221250847,0.221643256,0.017065814,0.123058178,0.122712993,0.005287103,1.697999954,1.699431399,0.03909875,0.873735845,0.87388808,0.007435044,29.49887329
0.795751035,0.794518492,0.007362221,-0.023466968,-0.023384663,0.004410993,50.01569366,49.96080535,1.401614523,0.758332044,0.757640696,0.007375471,0.274940565,0.27203835,0.018447958,-12590,-12574.12462,645.5686685,0.231763743,0.232057067,0.015384033,0.113740128,0.114524498,0.00457726,1.764431536,1.761814139,0.040418166,0.886315614,0.885726195,0.007318083,30.68229868
0.791677028,0.79144361,0.009044285,-0.02879605,-0.029140276,0.005420024,50.18062973,50.56619109,1.754634972,0.745998353,0.745858193,0.006841212,0.264731705,0.264432094,0.022483683,-12746,-12931.88578,782.8567606,0.237875283,0.241177035,0.020169916,0.116272617,0.116446001,0.00564139,1.787868381,1.786708623,0.039444812,0.890070379,0.889631326,0.007204755,25.91977302
0.783940613,0.783926303,0.009917546,-0.019317075,-0.019072322,0.003777364,49.22148323,49.50507974,1.967933139,0.755029768,0.754068133,0.008249223,0.245665409,0.245992428,0.024174178,-12356,-12515.30655,853.6232113,0.210804604,0.209733495,0.013893655,0.121113554,0.121160149,0.006235325,1.745848417,1.742835016,0.042666832,0.882486969,0.881598495,0.008053654,24.56519995
0.841454923,0.841395813,0.004788524,-0.034087451,-0.034022657,0.003714682,53.11112404,52.95546575,1.303680502,0.78538847,0.785465601,0.004405384,0.398123711,0.398056427,0.013772314,-13394,-13338.07352,621.1177014,0.293818742,0.292848368,0.013722715,0.086097717,0.086140158,0.002826805,1.940790236,1.941153399,0.035889253,0.917800874,0.917988915,0.005700963,32.25424797
0.812571436,0.812009622,0.005250866,-0.016409898,-0.016874284,0.002993925,50.1572876,50.13214805,0.872999246,0.784796745,0.784720407,0.004222279,0.318370745,0.316989715,0.013795024,-12400,-12382.36143,372.3617048,0.223357663,0.224231112,0.011838789,0.103404794,0.103756051,0.003205252,1.784466803,1.786724494,0.02791239,0.891089082,0.891374377,0.004996763,38.50006717
0.805230498,0.803165553,0.00942529,-0.026156753,-0.025839351,0.004000839,51.49020767,50.73881094,2.328925643,0.762476921,0.762093073,0.006622375,0.299157873,0.294149416,0.023931149,-13170,-12836.8465,1022.915797,0.242562674,0.241161941,0.01471095,0.107891761,0.109190891,0.005830902,1.811493456,1.803471522,0.045877803,0.894944429,0.893332189,0.008362494,34.17373281
0.786585391,0.783013673,0.012092012,-0.020248771,-0.02008145,0.003326402,48.6660347,48.42439894,1.800616244,0.752539694,0.751620814,0.009055159,0.252136767,0.243908406,0.029117821,-12064,-11985.17896,714.8190136,0.219118565,0.218232697,0.013749404,0.119453922,0.121749203,0.007641317,1.730317593,1.719663671,0.044329801,0.879858673,0.87752916,0.008727697,34.72627926
0.78470099,0.781040277,0.018289497,-0.015349445,-0.014132096,0.005373956,46.6791954,46.34543194,2.262709484,0.761768103,0.758804506,0.012395354,0.247520909,0.239763255,0.043706331,-11108,-11010.17069,843.4915279,0.208361432,0.206211219,0.020320544,0.120635912,0.12306138,0.011598645,1.698670626,1.682861246,0.0659911,0.874313593,0.87071098,0.013429091,47.40398164
0.802976936,0.804103355,0.01228449,-0.015206036,-0.01700147,0.006172085,48.55901718,48.69026331,1.585438333,0.776465207,0.776794373,0.005741832,0.293340996,0.296781027,0.031849985,-11758,-11796.88713,595.2323274,0.215526447,0.222217742,0.022485545,0.109276522,0.108632958,0.007539224,1.75184238,1.761254371,0.062969563,0.884755671,0.886290754,0.011562542,38.00426102
0.699825466,0.70476146,0.03380913,-0.012210527,-0.011900545,0.00761894,36.85785294,37.55054998,3.173998462,0.682944596,0.687469109,0.02853654,0.062159214,0.074791516,0.068594903,-7760,-8015.942147,996.0843407,0.187214613,0.18655868,0.023410949,0.176591381,0.173645709,0.023067877,1.427512407,1.448856246,0.097606303,0.813698649,0.81798203,0.023181382,51.87692157
0.795704067,0.794574681,0.014570969,-0.042771883,-0.043049545,0.00503885,49.60328293,49.4200444,1.75430292,0.727968395,0.727789508,0.010798389,0.274822086,0.272732912,0.036415893,-12564,-12317.65487,939.1653452,0.286757052,0.289440416,0.022929701,0.11376927,0.114543917,0.009074728,1.783601642,1.783893468,0.047027369,0.889370918,0.889384962,0.008918763,43.39186309
0.777676523,0.77779951,0.009652639,-0.040444091,-0.0404937,0.003896576,51.00545883,51.00568269,1.275032008,0.716559827,0.716012322,0.007277306,0.230526641,0.231133143,0.023076111,-13352,-13382.94635,545.7827626,0.259779334,0.259548524,0.013493905,0.125064075,0.125019836,0.006116862,1.783584356,1.782388181,0.04351519,0.888093352,0.88772343,0.007971269,49.36184731
0.825497866,0.825163875,0.003017209,-0.030043911,-0.030047276,0.002116438,57.56493759,57.44960992,0.675260537,0.776625454,0.776455999,0.003842867,0.353218675,0.352336844,0.008254747,-16064,-16000.34489,330.708508,0.262114525,0.261943197,0.00934784,0.095591545,0.095794881,0.001813742,1.900191903,1.900563398,0.019536916,0.910488844,0.910588974,0.003134419,6.139925541
0.807629347,0.806167165,0.008817093,-0.027791982,-0.027345795,0.004884464,49.35462952,49.46713848,1.415244939,0.762410462,0.762611813,0.005283069,0.305391356,0.301880503,0.022710178,-12108,-12146.64819,592.3393627,0.252241358,0.25066616,0.018955093,0.106421519,0.107344183,0.005424002,1.805245996,1.802941241,0.043111665,0.894164741,0.893512255,0.007754685,41.69378513
0.827830791,0.827654973,0.005227291,-0.026986506,-0.026865933,0.003400839,51.66997528,51.77860969,1.098498235,0.784250796,0.783867601,0.006451819,0.359650731,0.359278,0.014417411,-12896,-12960.81645,488.4654942,0.257806838,0.258030512,0.013604172,0.094193205,0.094307524,0.003133123,1.885551333,1.884744933,0.032127375,0.908500433,0.908330878,0.005330828,39.07603735
0.818085968,0.818921538,0.006644295,-0.026568064,-0.026536058,0.003443106,50.9601326,50.93872051,1.367359306,0.776259184,0.776056163,0.006067903,0.333075583,0.335498579,0.017940659,-12704,-12679.47261,602.3703719,0.252199411,0.252630086,0.012539359,0.100058004,0.099567232,0.004014075,1.848989964,1.852178212,0.037725042,0.902000606,0.902506302,0.006440628,37.79704471
0.826903582,0.826465449,0.006534773,-0.022577092,-0.022258046,0.003550908,52.18076324,51.95375418,1.202429824,0.790471554,0.790067818,0.004512014,0.357088983,0.356054356,0.017910692,-13176,-13067.87927,525.7974552,0.243647233,0.242948474,0.015412005,0.094748542,0.095025152,0.003926257,1.870527387,1.868304861,0.032818252,0.906189263,0.905672752,0.005601361,34.59425383
0.859057486,0.859098718,0.004827623,-0.027013507,-0.026800652,0.003494127,58.35361862,58.2712855,0.770323348,0.813491225,0.813922491,0.006836763,0.45025295,0.45048661,0.014671265,-15832,-15811.80383,378.9467506,0.282758623,0.282619659,0.016743091,0.075813957,0.075797209,0.002795129,1.986713052,1.987001037,0.023681507,0.926046491,0.926143027,0.003706079,14.50772408
0.862306416,0.862450392,0.00418293,-0.024656629,-0.025161964,0.002768338,58.739151,58.71868678,0.640845653,0.820364565,0.819820008,0.006007619,0.460189059,0.460722631,0.012885269,-16006,-15992.20742,301.984286,0.280682728,0.281989468,0.013451191,0.073937133,0.073859939,0.002410576,1.98711127,1.986596474,0.025519767,0.926521242,0.926338086,0.003932505,12.63652552
0.844741464,0.844566177,0.003573587,-0.014378868,-0.01428309,0.002758846,55.93375969,55.91191391,0.568017067,0.820495516,0.820581685,0.002980229,0.407643989,0.40718987,0.010365028,-14812,-14806.95213,271.6235085,0.226131342,0.224895735,0.012157605,0.084162761,0.08426983,0.002103152,1.907139599,1.904225798,0.026858835,0.913205683,0.912679137,0.004350019,27.43350546
0.835476547,0.834002158,0.006487045,-0.017398573,-0.017203469,0.002911673,52.24903679,52.05025322,1.132319225,0.806281418,0.805510818,0.005128648,0.381047294,0.377062388,0.018181726,-13046,-12997.40917,486.6897705,0.236511312,0.236871851,0.012989957,0.089635268,0.090525114,0.003865488,1.861611784,1.856488647,0.036611182,0.905465841,0.90439182,0.006266894,40.28599034
0.839681685,0.839155391,0.007648395,-0.031553436,-0.031124496,0.003946287,52.89562607,52.8001222,0.927496696,0.787071347,0.787969012,0.005646193,0.393026426,0.391760338,0.021793676,-13328,-13290.64878,373.667655,0.285447001,0.284760004,0.018520891,0.08714461,0.087473709,0.004530785,1.919564545,1.917036301,0.037497725,0.914650917,0.914180535,0.006267744,41.71195296
0.802930772,0.801782493,0.010122497,-0.024837375,-0.024801307,0.005975299,49.39880753,49.32886906,1.636612028,0.761778712,0.762375341,0.006681791,0.293222189,0.290645543,0.025850763,-12176,-12147.22603,702.8027979,0.244043782,0.243632605,0.023393145,0.109304935,0.110046798,0.006247708,1.770917058,1.773911532,0.0452592,0.888313174,0.888335234,0.008275197,30.88747295
0.792076826,0.791805997,0.011351166,-0.02284041,-0.022610405,0.005465244,49.53901291,49.76522975,1.757940888,0.755699515,0.756192486,0.007248308,0.265728325,0.265497829,0.028253021,-12416,-12519.82578,760.6849758,0.22755228,0.225664044,0.019737211,0.116023578,0.116236373,0.00707796,1.766337514,1.764823763,0.051469134,0.886465311,0.885951084,0.009525516,26.75023419
0.8199839,0.819813701,0.00459048,-0.016275346,-0.016458663,0.002957709,52.1601181,51.96812436,1.307875288,0.793016195,0.792959857,0.003954666,0.338191837,0.337815209,0.012379046,-13292,-13182.69155,599.9730328,0.221645668,0.222066658,0.011753854,0.098910801,0.099020584,0.002774511,1.825370312,1.825170292,0.03000487,0.898441672,0.898285121,0.005161955,28.32786976
0.828052163,0.82820011,0.004119867,-0.023397515,-0.023300197,0.002765516,54.41893005,54.42976175,0.589475079,0.789931357,0.790071296,0.003339597,0.360263526,0.360741746,0.011413733,-14304,-14309.82643,278.2152745,0.23430115,0.233733697,0.010397849,0.094060667,0.093977593,0.002465203,1.92354238,1.925961853,0.032180561,0.91424197,0.914662942,0.005117065,27.22488486
